title,location,size,price
5 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",5 Bedroom townhouse in westlands for rent- 480k,480000.0
2 Bed House with En Suite at Mukoma Road,"Mukoma road, Karen Hardy",2 BEDROOM FULLY FURNISHED COTTAGE FOR RENT IN K...,160000.0
7 Bed House with En Suite at Off Runda Grove,"4, Off Runda Grove, Runda, Westlands",A luxurious 7 Bedrooms Mansion to let in Runda.,500000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",2 BEDROOMS,250000.0
2 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Kileleshwa Large 2 Bedroom Townhouse For Rent,190000.0
5 Bed Townhouse with En Suite at Kaputei Garden,"33, Kaputei Garden, Lavington",5 bedrooms all en-suite plus garden. Set in a c...,250000.0
5 Bed Townhouse with Garden in Rosslyn,"Rosslyn lone tree Nairobi, Rosslyn, Westlands",A 5bdrm townhouse to let in rosslyn lone tree.,5000.0
4 Bed House with Backup Generator in Kyuna,"Kyuna, Westlands",4 Bedroom Townhouse For Rent In Kyuna.,260000.0
4 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",Very Spacious 4 Bedroom Family Home with Large...,250000.0
2 Bed Villa with En Suite at La-Marina Mtwapa,"La-marina, La-marina Mtwapa, Mtwapa",2 Bedroom sea view cottage available for holida...,8500.0
4 Bed House with En Suite in Karen,Karen,Magnificent 4 bedroom plus house to let in Kare...,350000.0
3 Bed House with En Suite in Malaa,"Malaa, Kamulu Joska Malaa",3 bedrooms all ensuite bungalows,35000.0
5 Bed Townhouse with En Suite at Lavington Green,"Lavington Green, Lavington",Extremely beautiful 5 bedrooms townhouse plus f...,250000.0
5 Bed House with En Suite at Evergreen Runda,"Evergreen Runda, Runda, Westlands",Runda Brand new 5 bedroom in a shared compound...,230000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Luxury Living! Lavington Four Bedroom Townhouse...,280000.0
5 Bed House with Garden in Runda,"Runda, Westlands",5Br House in Runda,300000.0
4 Bed House with Swimming Pool in Thika Road,Thika Road,4 bedroom house to rent in Garden City (Kenya),230000.0
1 Bed House with En Suite in Runda,"Runda, Westlands",outhouse in a gated community,120000.0
6 Bed House with En Suite in Runda,"Runda, Westlands",RUNDA: A 6 Bedroom Double Storey House – To Let,350000.0
3 Bed House with En Suite in Rosslyn,"Rosslyn, Westlands",Rustic 3 Bedroom Bungalow For Rent,380000.0
4 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands",Lovely 4 Bedroom Townhouses 3KE1602831,270000.0
5 Bed Townhouse with En Suite at Ndoto Road,"67, Ndoto Road, Lavington",5 Bedroom townhouse located in a gated communit...,220000.0
4 Bed Townhouse with En Suite at Elmollo Drive,"08, Elmollo Drive, Lavington",4500 USD These are modern beautifully built vil...,500000.0
4 Bed House with En Suite at Convent,"convent, Lavington",Residential 4 Bedroom Standalone Bungalow,350000.0
4 Bed Townhouse with En Suite at Shanzu Road,"0309m/0326p, Shanzu Road, Spring Valley, Westlands",Prestigiously designed four bedroom townhouse;...,250000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Elegant double story 5 bedroom (all en suite)...,650000.0
5 Bed Villa with En Suite at Kitisuru Road,"Kitisuru road, Kitisuru, Westlands",Beautiful 5 Bedrooms villa sitting on half an a...,380000.0
3 Bed Townhouse in Kilimani,Kilimani,3 BEDROOM MASSIONATTE FOR RENT IN KILIMANI,85000.0
5 Bed House with En Suite at Panafrican,"89, Panafrican, Runda, Westlands",Runda Estate opposite Potters School this grand...,600000.0
4 Bed Villa with En Suite at Lavington Green,"Lavington Green, Lavington",Charming secure 4 bedrooms house plus family rm...,270000.0
4 Bed House in Kiambu Road,Kiambu Road,4 bedroom house to rent in Kiambu Road,180000.0
3 Bed House with En Suite at Nyali,"nyali, Nyali Area, Nyali",3 bedroom beach side bungalow for long term let...,250000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Luxury Defined 5-bedroom UNFURNISHED Villa to L...,490000.0
4 Bed Townhouse with En Suite at Off Ruaka Road,"8, Off Ruaka Road, Runda, Westlands",A Luxurious 4 Bedrooms Fully furnished Town hou...,250000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Executive 5Bedroom all ensuit plus dsq to Let i...,200000.0
6 Bed House with En Suite at Kileleshwa,Kileleshwa,Gorgeous 5 bedrooms house plus 2bdrm guest wing...,350000.0
4 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands",Charming 4 Bedroom Town House Plus dsq,250000.0
4 Bed House with En Suite at Evergreen,"Evergreen, Runda, Westlands",4 BEDROOMS,650000.0
6 Bed House with En Suite at Karen Plain,"O, Karen plain, Karen",6 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,320000.0
6 Bed House with En Suite at Runda Drive,"runda drive, Runda, Westlands",A MAGNIFICIENT SIX BEDROOM STAND ALONE HOUSE IN...,350000.0
4 Bed House with En Suite at Nyali,"Nyali, Nyali Area",4 bedroom furnished villa with a pool for long...,220000.0
5 Bed Villa with En Suite in Lavington,Lavington,5 Bedroom Villa - Lavington,450000.0
5 Bed Townhouse with En Suite at Lavington Green,"Lavington Green, Lavington",Charming 5 bedrooms townhouse plus study room a...,300000.0
4 Bed House with En Suite at Bongani Road,"Bongani road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,250000.0
4 Bed Townhouse with En Suite at Westlands,"Westlands, Brookside",4 BEDROOM PLUS DSQ MAISONETTE TO LET IN WESTLA...,165000.0
7 Bed House with En Suite at Hillcrest,"Hillcrest, Karen",7 BEDROOM FULLY FURNISHED HOLIDAY HOME FOR RENT...,850000.0
5 Bed House with En Suite at Karen Kcb Estate,"Karen kcb estate, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,350000.0
5 Bed House with En Suite at Bomas Of Kenya,"Bomas of Kenya, Karen",FIVE BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KE...,300000.0
4 Bed Villa with En Suite in Garden Estate,"Garden Estate, Roysambu",4 bedroom villa in Garden city residence off Th...,175000.0
5 Bed Townhouse with En Suite in Runda,"Runda, Westlands",RUNDA 5 BEDROOM TOWNHOUSE NEAR UN FOR RENT,400000.0
4 Bed House with En Suite at Ngong,Ngong,Beautifully 4 bedrooms Bungalow for rent in Ngo...,40000.0
4 Bed Townhouse with En Suite at Mandera Close,"23, Mandera close, Kileleshwa",This are European country styled townhouse to l...,250000.0
5 Bed House with En Suite at Dagoretti Road,"Dagoretti road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,450000.0
4 Bed Villa with En Suite in Runda,"Runda, Westlands",Magnificent 4 Bedroom Villa + 2 DSQs to Let in...,508000.0
3 Bed Townhouse with Borehole at Jabavu Road,"Jabavu Road, Kilimani",THREE BEDROOM TOWNHOUSE,100000.0
4 Bed House with En Suite at Bendera Lane,"43, Bendera lane, Spring Valley, Westlands",4 Bed Villa at Bendera Lane,300000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Stunning 4 Bedroomed Double Storey For Rent In...,300000.0
4 Bed House with Swimming Pool in Nyari,"Nyari, Westlands",4 bedroom house to rent in Nyari,445561.0
3 Bed House with En Suite in Kikuyu Town,"Kikuyu Town, Kikuyu",Own Compound Three Bedroom Bungalow To Let Kiku...,100000.0
4 Bed House with En Suite at Mutero Road,"mutero road, Karen",FOUR BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KE...,320000.0
4 Bed Townhouse with En Suite at Lavington Green,"Lavington Green, Lavington","Attractive secure 4 bedrooms townhouse plus, ro...",155000.0
5 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Town Hse 5bd all ensuite dsq family room mature...,330000.0
3 Bed House with En Suite at Miotoni,"Miotoni, Karen",3 Bedroom Cottage,150000.0
4 Bed Townhouse with Swimming Pool in Ridgeways,Ridgeways,4 bedroom Townhouse for Rent in Ridgeways,300000.0
4 Bed House with En Suite at Miotoni,"Miotoni, Karen",4 Bedroom Modern Villa,320000.0
5 Bed House with En Suite at Muthaiga North,"Muthaiga North, Muthaiga","5br House, Muthaiga North",320000.0
5 Bed Townhouse with En Suite in Parklands,"Parklands, Westlands",5 bedroom townhouse for rent 165k in parklands,165000.0
4 Bed House with En Suite in Membley,"Membley, Ruiru","4 Bedroom Townhouse For Rent in Membley, Ruiru...",150000.0
4 Bed House with En Suite at Mutero Road,"mutero road, Karen","4 BEDROOM HOUSE FOR RENT IN KAREN, NAIROBI,KENY...",320000.0
4 Bed House with En Suite in Ruiru,Ruiru,"Four Bedroom House With Dsq To Let in Ruiru, Ki...",105000.0
4 Bed House with En Suite in Lavington,Lavington,4 bedrooms Charming house Near French school,400000.0
5 Bed House with En Suite at Bogani,"Bogani, bogani, Karen",Five bedroom Villa,350000.0
5 Bed House with Garden at Lower Kabete Road,"Lower kabete road, Lower Kabete, Westlands",Stunning Family Home Overlooking A Forested Are...,450000.0
4 Bed Townhouse with Garden in Westlands Area,"Westlands Area, Westlands",4 bedroom townhouse to rent in Kilimani,175000.0
2 Bed House with En Suite at Hardy,"Hardy, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,100000.0
5 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",5 Bedroom Townhouse For Rent on Peponi Rd,280000.0
4 Bed House with En Suite in Kitengela,Kitengela,4 Bedrooms Maisonette House to let in Kitengela...,35000.0
5 Bed Townhouse with En Suite at Off Langata Road,"off langata road, Karen","5 BEDROOM TOWNHOUSE TO LET IN KAREN AT KES 350,...",350000.0
10 Bed House with En Suite at Mugumo Road,"Mugumo Road, Lavington",10 Bedroom ensuite - Lavington,1000000.0
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN,400000.0
4 Bed Townhouse with En Suite at Ruaka Road,"1, Ruaka Road, Runda, Westlands",Executive 4 Bedrooms detached Town house to let...,300000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",An Exceptional 5-Bedroom Home To Let in Runda w...,390000.0
4 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",A Charming 5 Bedroom Family Home to Let in New...,255000.0
4 Bed House with En Suite at Karen Kcb Estate,"Karen kcb estate, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,350000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Luxury Modern Homes In a Gated Community 4 and...,400000.0
4 Bed House with En Suite at Karen Hardy,"Karen hardy, Karen Hardy",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,250000.0
4 Bed Townhouse with Garden in Kileleshwa,Kileleshwa,4 bedroom townhouse to rent in Kileleshwa,220000.0
5 Bed Villa with En Suite in Nyari,"Nyari, Westlands",5 Bedrooms Ambassadorial Standalone,500000.0
4 Bed House with En Suite in Thigiri,"Thigiri, Westlands",4 Bedroom Bungalow House For Rent,300000.0
4 Bed House with En Suite at Off Muthaiga Rd,"2, Off Muthaiga rd, Muthaiga",A Magnificent 4 Bedrooms bungalow to let in the...,350000.0
5 Bed House with En Suite at Karen Road,"karen road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,450000.0
4 Bed Townhouse with En Suite at Karen Royale Road,"Karen Royale road, Karen",4 bedroom house for rent in karen,160000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Homely 4 Bedroom House for Rent- Runda,250000.0
3 Bed House with Garden at Mua Park Road,"Mua park road, Muthaiga",3 bedroom standalone house to let in Muthaiga,180000.0
5 Bed House with En Suite at Miotoni Road,"miotoni road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,430000.0
6 Bed House with En Suite at Near Lavington Mall,"Near Lavington mall, Lavington",SIX BEDROOM HOUSE WITH GARDEN NEAR LAVINGTON MA...,275000.0
2 Bed House with En Suite in Runda,"Runda, Westlands",Runda – Furnished 2 Bedroom Guest House to LET,165000.0
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",4 Bedroom Town House Plus Dsq for 2,265000.0
5 Bed Townhouse with En Suite at Kileleshwa,"kileleshwa, Kileleshwa",Town Hse 5bd all ensuite dsq family room to let...,230000.0
6 Bed House with En Suite at Kitisuru,"KITISURU, Kitisuru, Westlands","Kitisuru; 6 Bedroom all ensuite Rent 450,000 Pe...",450000.0
4 Bed Townhouse with En Suite at Kitisuru Road,"Kitisuru Road, Kitisuru, Westlands",A Gorgeous house to Let,420000.0
7 Bed House with En Suite in Runda,"Runda, Westlands",Spectacular 7 Bedroomed Ambassadorial For Rent...,600000.0
4 Bed Townhouse with En Suite at Kencom Sacco Runda,"Kencom Sacco Runda, Kiambu Road",Spacious 4 bedroom townhouse in a gated compoun...,185000.0
4 Bed Townhouse with En Suite in Kyuna,"Kyuna, Westlands",Distinguished 4 Bedroom Townhouse For Rent in K...,260000.0
1 Bed House with En Suite at Runda Muhasibu,"Runda Muhasibu, Runda, Westlands",1 Bedroom Furnished Guest To Let in Runda,100000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Lavington a stylishly designed 5 bedrooms plus...,350000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom Townhouse to Let in Lavington,250000.0
5 Bed House with En Suite at Karen Twiga Road,"Karen twiga road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,200000.0
2 Bed House with En Suite at Langata South Road,"Langata south road, Karen",2 BEDROOM COTTAGE FOR RENT IN KAREN NAIROBI KEN...,55000.0
2 Bed House at Silanga Road,"Silanga road, Karen",2 BEDROOM FULL FURNISHED COTTAGE FOR RENT IN KA...,80000.0
4 Bed Townhouse with En Suite at Riara Road,"67, Riara Road, Lavington",Tucked away in a serene gated community sits th...,200000.0
5 Bed Townhouse with En Suite at Mzima Springs,"09, Mzima Springs, Lavington",5 Bedrooms (all en-suite) Townhouse in a compou...,330000.0
4 Bed Townhouse with En Suite in Mombasa CBD,"shanzu, Mombasa CBD, Mombasa Island",4 bedroom medium townhouse family home with a p...,80000.0
4 Bed House with En Suite in Thome,"Thome, Roysambu",5 BEDROOM HOUSE TO LET IN THOME,150000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",5BEDROOM STAND-ALONE AMBASSSADORIAL HOUSE FOR R...,460000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,ELEGANT 5 BEDROOM ALL ENSUITE TO LET IN LAVINGT...,250000.0
4 Bed Townhouse with En Suite at Kyuna,"Westlands, Nairobi, Kyuna",Amazing 4 Bedroom Townhouses For Rent in Kyuna,260000.0
5 Bed House with En Suite at Karen Ndenge Road,"Karen ndenge road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,550000.0
3 Bed House with Garden in Kitengela,Kitengela,Three Bedroom Bungalow To Let In Kitengela,25000.0
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",5 Bedroom House to rent,290000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Modern 4Bedroom Townhouse to Let in Kileleshwa,350000.0
6 Bed House with En Suite at Lavington,Lavington,"6br Ambassadorial House, Lavington",800000.0
5 Bed Townhouse with En Suite at Elmollo Drive,"67, Elmollo Drive, Lavington",@4500 USD These are modern beautifully built vi...,550000.0
3 Bed House with En Suite at Miotoni Road,"miotoni road, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,140000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands","Lustrous,Cosy And Modern 5 Bedroomed Villa",300000.0
4 Bed Townhouse with En Suite in Ridgeways,Ridgeways,4 Bedroom Townhouse to rent in Ridgeways,250000.0
2 Bed House with En Suite in Karen,Karen,Two Bedroom Cottage for Rent,200000.0
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN,250000.0
6 Bed House with En Suite at Ushirika Road,"Ushirika road, Karen Hardy",6 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,380000.0
4 Bed House with En Suite in Karen,Karen,Delightful 4 Bedroom House to let in Miotoni K...,350000.0
7 Bed Villa with En Suite in Diani,Diani,"7 Brm Beach Side Family Holiday Villa, Galu Dia...",45000.0
4 Bed House with En Suite at Karen Fair Acres,"Karen fair acres, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,300000.0
3 Bed House with En Suite at Off Ruaka Rd,"2, Off Ruaka Rd, Runda, Westlands",A Cozy 3 Bedrooms house with a swimming pool to...,350000.0
4 Bed House with En Suite at Off Ruaka Rd,"3, Off Ruaka Rd, Runda, Westlands",Charming 4 Bedrooms house to let in the heart o...,230000.0
4 Bed House with En Suite in Kileleshwa,Kileleshwa,4 bedroom house to rent in Kileleshwa (Kenya) -...,290000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Elegant 5 Bedroomed Double Storey For Rent In R...,450000.0
4 Bed Townhouse with En Suite at,"Flame Tree,, Runda, Westlands",4 Beds Lovely Town House for Rent.,300000.0
5 Bed House with Garden at Kitisuru,"Kitisuru, Westlands","5br House, Kitisuru",500000.0
1 Bed House with Swimming Pool in Rosslyn,"Rosslyn, Westlands",1BEDROOM FOR RENT IN ROSSLYN LONE TREE,130000.0
4 Bed House with Garden in Mountain View,"Mountain View, Westlands",Mountain View – 4 Bedroom Bungalow in a Gated C...,130000.0
4 Bed House with En Suite at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN,450000.0
2 Bed House with En Suite at Runda,"Runda, Westlands",Runda spacious 2brd guest wing in a secure loca...,120000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 Bedroom townhouse for rent in Lavington,170000.0
3 Bed Townhouse with En Suite in Lavington,Lavington,A 3 Bedroomed Townhouse.,350000.0
6 Bed House with En Suite at Lake View,"009, Lake view, Lake View, Westlands",Rent 4500 USD A 5 bedrooms house in the much so...,550000.0
4 Bed House with Garden at Ridgeways,Ridgeways,"4br Bungalow, Ridgeways",280000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Charming 4 Bedroomed Double Storey For Rent In...,280000.0
3 Bed House with En Suite at Karen Hardy,"Karen hardy, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,300000.0
5 Bed Townhouse in Lavington,Lavington,Spacious 5 Bedroom TownHouse For Rent In Laving...,285000.0
4 Bed Townhouse with En Suite at Chalbi,"Chalbi, Lavington",Townhouse for Rent in Lavington,280000.0
4 Bed Townhouse with En Suite at Kyuna,"Kyuna, Westlands",4 Bedrooms Townhouse,270000.0
8 Bed House with En Suite at Nyari Blueberry,"Nyari blueberry, Nyari, Westlands",Executive Brand New 8 bed ensuite with swimming...,400000.0
4 Bed House with En Suite at Bongani Road,"Bongani road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,340000.0
4 Bed Villa with En Suite in Kilimani,Kilimani,4 BEDROOM VILLA FOR RENT IN KILIMANI,200000.0
4 Bed House with En Suite at Lavington Green,"Lavington Green, Lavington",Outstanding secure 4 bedrooms corner townhouse...,250000.0
4 Bed Townhouse with En Suite at Garden Estate,"Garden Estate, Roysambu","4br Townhouse, Garden Estate",180000.0
1 Bed House with En Suite at Karen Kuwinda Road,"O, Karen kuwinda road, Karen",1 BEDROOM HOUSE FOR RENT IN KAREN,90000.0
4 Bed House with En Suite at Kamura,"Kamura, Ongata Rongai",4 bedroom Plus DSQ Bungalow Sitting on 1/4 Acre...,50000.0
3 Bed House with En Suite at Fourways Junction,"Fourways Junction, Kiambu Road",A 3BEDROOM VILLA TO LET AT FOURWAYS JUNCTION,108000.0
4 Bed House with En Suite at Karen Ushirka Road,"O, Karen ushirka road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN,250000.0
4 Bed Townhouse with En Suite at Brookside Drive,"23 04002 RT 0411p, Brookside Drive, Westlands Area, Westlands",Architecturally designed four bedroom townhous...,230000.0
4 Bed House with En Suite at Mtwapa,"Kari Mtwapa, Mtwapa",4 acres farm house available for long term rent...,80000.0
8 Bed House with En Suite at Kitisuru,"Kitisuru, Westlands",Kitisuru : 8 bedroom All en-suite with DSQ Mans...,475000.0
2 Bed House with Garden at Mukoma Road,"Mukoma road, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,40000.0
