title,location,size,price
4 Bed House with En Suite in Kyuna,"Kyuna, Westlands","A BEAUTIFUL 4 BEDROOM HOUSE IN KYUNA, WESTLANDS",255000.0
4 Bed House with En Suite at Lower Kabete,"01, Lower kabete, Lower Kabete, Westlands",Executive 4 Bedroom House all en-suite + dsq fo...,250000.0
2 Bed Villa with En Suite in Diani,Diani,"Luxurious 2 Bedroom Furnished Family Villas, Di...",15000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,FOUR BEDROOM BOUTIQUE HOME IN A GATED COMMUNI...,215000.0
4 Bed Townhouse with En Suite at Lavington Green,"Lavington Green, Lavington",Charming secure 4 bedrooms townhouse plus Dsq a...,150000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands",Cosy Five Bedroomed Villa In A Gated Community,280000.0
3 Bed House with Garden in Kitengela,Kitengela,"3 Bedroom Bungalow To Let In Kitengela,Milimani",35000.0
3 Bed House with En Suite in Kilimani,Kilimani,3 bedroom house for rent in kilimani,85000.0
4 Bed Townhouse with En Suite at Muthaiga Road,"Muthaiga Road, Muthaiga","4 bedroom townhouse for rent in Muthaiga Road,...",500000.0
3 Bed House with En Suite at Ridgeway,"Ridgeway, Ridgeways",Rustic 3 bedroom townhouse in a compound of two,180000.0
4 Bed Townhouse in Westlands Area,"Westlands Area, Westlands",Westlands; Charming 4 Bedroom Townhouse to Let,300000.0
4 Bed House with En Suite in Nyari,"Nyari, Westlands",Elegant 4 Bedroom All ensuite Mansion to Let in...,400000.0
7 Bed House with En Suite in Runda,"Runda, Westlands",Spectacular 7 Bedroomed Ambassadorial For Rent...,430000.0
3 Bed House with En Suite at Hardy,"O, Karen,hardy, Karen Hardy",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,200000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Elegant 4 Bedroom Townhouse with DSQ to Let in...,200000.0
4 Bed Townhouse with Garden in Kiambu Road,Kiambu Road,4 bedroom townhouse to rent in Kiambu Road,296009.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom Townhouse to Let in Lavington,300000.0
5 Bed Townhouse with En Suite at Lavington,Lavington,5 Bedrooms Townhouse To Let in Lavington,400000.0
4 Bed House with En Suite at Mukoma Road,"Mukoma road, Karen Hardy",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,180000.0
5 Bed House with En Suite at Nyari,"Nyari, Westlands","5br House, Nyari",300000.0
4 Bed House with En Suite in Nyali Area,"Nyali Area, Nyali",MASTERFULLY BUILT 4 BEDROOM HOUSE FOR RENT IN N...,200000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",4 Bedroom Townhouse For Rent Off Peponi Road.,410000.0
3 Bed House with En Suite at Miotoni Road,"miotoni road, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN,140000.0
5 Bed House with En Suite in Nyari,"Nyari, Westlands",Stunning 4 Bedroomed Double Storey All Ensuite...,300000.0
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",5 bedroom House Plus Dsq,450000.0
4 Bed Townhouse with En Suite at Lavington Green,"Lavington Green, Lavington",Charming 4 bedrooms townhouse all en-suite plus...,150000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Luxurious villa for rent 5 bedroom all en-suite,380000.0
4 Bed Villa with En Suite in Kiambu Road,Kiambu Road,Edenville phase 1 - Gorgeous 4 bedroom corner h...,120000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Alarming 4 Bedroomed Guest Wing Fully Furnished...,300000.0
5 Bed House in Karen,Karen,5 Bedroom Villa in Karen,450000.0
5 Bed Townhouse in Lavington,Lavington,5 BEDROOM TOWNHOUSE +DSQ FOR RENT IN LAVINGTON...,400000.0
2 Bed House with En Suite at Runda Near Unep And Two Rivers,"Runda, Runda near Unep and two rivers, Westlands","TO LET: FURNISHED 2 BEDROOMS RUNDA 2 BEDROOMS,...",130000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,Homely 4 Bedroom Villa for rent in Kiambu Road...,200000.0
5 Bed House with En Suite in Nyari,"Nyari, Westlands",Beutiful 5 Bedroom Family Home For Rent in Nyar...,320000.0
4 Bed Villa with En Suite in Spring Valley,"Spring Valley, Westlands",Spring Valley Villas,250000.0
7 Bed Townhouse with En Suite at Loitoktok Rd,"Loitoktok rd, Kileleshwa",KILELESHWA 7 BEDROOM STAND ALONE HOUSE/OFFICE F...,280000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Gated Community! Newly Renovated Spring Valley...,250000.0
6 Bed House with En Suite at Karen Ushirika Road,"O, Karen ushirika road, Karen",6 BEDROOM HOUSE FOR RENT IN KAREN,450000.0
4 Bed Townhouse with En Suite at Lavington Green,"23 03022 RT 0322p /0405p, Lavington Green, Lavington",Highly sculptural four bedroom townhouse within...,400000.0
2 Bed House with En Suite at Runda,"Runda, Westlands","2br House, Runda",130000.0
5 Bed Townhouse with En Suite at Lone Tree Rd,"10017, Lone tree rd, Rosslyn, Westlands",ROSSLYN MODERN 5 BEDROOM TOWNHOUSE FOR RENT,600000.0
6 Bed Townhouse with En Suite at Lavington,Lavington,6 BEDROOMS TOWNHOUSE TO LET IN LAVINGTON AT KE...,220000.0
4 Bed Townhouse with En Suite at Glory Road,"Glory road, Runda, Westlands",4 Bedrroom Town house in Runda,180000.0
4 Bed House with En Suite at Muteero Road,"MUTEERO ROAD, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,320000.0
6 Bed Townhouse with En Suite in Nyari,"Nyari, Westlands",Six Bedroom Townhouse for Rent,350000.0
5 Bed House with En Suite at Spring Valley,"01, Spring Valley, Westlands",Executive 5 Bedroom House Master en-suite for R...,150000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Newly Renovated 5 Bedroom House To Let in Runda,320000.0
3 Bed House with En Suite in Muthaiga,Muthaiga,Rustic 3 Bedroom House Plus Dsq,350000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Elegant 4 Bedroom All En-suite Townhouse,350000.0
3 Bed House with En Suite at Karen Three De Lane,"Karen three de lane, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN,65000.0
5 Bed House with En Suite in Loresho,"Loresho, Westlands",Charming Home! Loresho Five Bedrooms Stand Alon...,300000.0
4 Bed Townhouse with En Suite at Off Lower Kabete Road,"2, Off Lower kabete road, Spring Valley, Westlands",Cozy and modern 4 Bedrooms detached Townhouses...,250000.0
2 Bed House with En Suite at Mukoma,"Mukoma, Karen",2 BEDROOM FULLY FURNISHED COTTAGE FOR RENT IN K...,120000.0
3 Bed House with En Suite at Lone Tree,"Rosslyn Lone tree, Lone tree, Rosslyn, Westlands",Rosslyn lone tree 3brd fully furnished,250000.0
2 Bed House with En Suite in Karen,Karen,Two Bedroom Cottage for Rent,130000.0
5 Bed House with En Suite at Old Runda,"Old Runda, Runda, Westlands",Beautiful 5 bedroom with lockable garage,300000.0
1 Bed House with En Suite at Karen Lane,"O, Karen lane, Karen",1 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,35000.0
5 Bed Villa with En Suite in Runda,"Runda, Westlands",COSY FIVE BEDROOMED STANDALONE VILLA,200000.0
4 Bed Villa with En Suite in Nyali Area,"Nyali Area, Nyali",FLAWLESS CUSTOM APPOINTED 4 BEDROOM MAISONETTE...,230000.0
4 Bed Villa with En Suite in Lavington,Lavington,4 Bedrooms Villa in a gated Community with Larg...,340000.0
3 Bed House with En Suite in Ridgeways,Ridgeways,Enchanting Ridgeways 3-Bedroom Stand-Alone Cott...,350000.0
4 Bed House with Garden in Kitisuru,"Kitisuru, Westlands",4 bedroom house to rent in Kitisuru,469011.0
4 Bed House with En Suite at Kcb Estate,"Kcb estate, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,350000.0
4 Bed Townhouse with Swimming Pool at Grevillia Groove,"grevillia groove, Brookside, Westlands",Jambo Valley,260000.0
5 Bed House with En Suite at Kitisuru Road,"77, Kitisuru road, Kitisuru, Westlands",Furnished house to let,500000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,MODERN 5Bedroom Townhouse to Let in Lavington,510000.0
5 Bed Townhouse with En Suite at Peponi Road,"Peponi Road, Spring Valley, Westlands",Fully furnished 5 bedroom modern townhouse all...,300000.0
5 Bed Villa with En Suite in Nyari,"Nyari, Westlands",A Beautiful 5-Bedroom Stand Alone property is a...,430000.0
4 Bed Townhouse with En Suite in Westlands Area,"Westlands Area, Westlands",4Br Apt in Westlands,180000.0
4 Bed Townhouse with En Suite in Runda,"Runda, Westlands","Runda, Evergreen, Townhouses – TO LET",330000.0
4 Bed Townhouse with En Suite in Kilimani,Kilimani,4 Bedroom Townhouse,90000.0
5 Bed House with En Suite in Spring Valley,"Spring Valley, Westlands","Newly built Townhouses, Off Lower Kabete road f...",300000.0
4 Bed House with En Suite at Dagoretti Road,"Dagoretti road, Karen",4 BEDROOM APARTMENT FOR RENT IN KAREN NAIROBI K...,160000.0
4 Bed House with En Suite at Varsityville,"Varsityville, Kamakis, Ruiru",4 Bedroom Villa( All-En-suite) To Let In Ruiru...,85000.0
5 Bed House with En Suite at Miotoni Road,"O, miotoni road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,300000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Five Bedroom House With Dsq To Let in Runda,250000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Elegant 4 Bedroomed Double Storey For Rent In R...,310000.0
4 Bed Townhouse with En Suite in Riverside,"Riverside, Westlands",Riverside Drive Townhouses- Westlands,190000.0
4 Bed Townhouse with En Suite at Bomas Of Kenya,"Bomas of kenya, Karen",FOUR BEDROOM HOUSE FOR RENT IN KAREN,130000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Furnished 4Bedroom Townhouse to Let in Lavingto...,320000.0
7 Bed Townhouse with En Suite at New Kitsuru,"NEW KITSURU, Runda, Westlands",7bdrm Townhouse / Terrace in New Kitsuru Estate...,350000.0
5 Bed Townhouse with Swimming Pool in Rosslyn,"Rosslyn lone tree Nairobi, Rosslyn, Westlands",A 5bdrm townhouse to let in rosslyn lone tree.,530000.0
4 Bed House with En Suite at Rosslyn Lone Tree,"Rosslyn lone tree, Rosslyn, Westlands",4 Bedroom House For Rent In Rosslyn,330000.0
3 Bed House with En Suite at Ruaka Rd,"2, Ruaka Rd, Runda, Westlands",A Cozy and Modern 3 Bedrooms double storied hou...,300000.0
4 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",KITUSURI 4 BEDROOM TOWNHOUSE FOR RENT,400000.0
1 Bed House at Riruta,"Riruta, Waithaka","1 Bedroom to let, Riruta.",15000.0
4 Bed Townhouse with En Suite in Kiambu Road,Kiambu Road,An Exclusive Modern Villa For Rent in a Gated C...,190000.0
4 Bed Villa with En Suite in Lavington,Lavington,Stunning 4 Bedroom All Ensuite Villa to Let in...,450000.0
4 Bed House in Kiambu Road,Kiambu Road,4 bedroom house to rent in Kiambu Road,170000.0
5 Bed Townhouse with En Suite at Gated Community,"Gated Community, Lavington",5 Bedroom House with a Garden for Rent in Lavin...,4000.0
5 Bed Villa at Matundu Close,"Matundu Villas, Matundu Close, Westlands Area, Westlands",Spacious 5-Bedroom Villa for rent at Matundu Vi...,143000.0
4 Bed Townhouse with En Suite at Garden Road,"Garden Road, Runda, Westlands",4 Bedroom Townhouse to rent in Runda,380000.0
6 Bed Villa with En Suite in Diani,Diani,"6 BRM Fully Furnished Holiday Home, Diani South...",50000.0
5 Bed Townhouse with Swimming Pool in Lower Kabete,"Lower kabete rd Nairobi, Lower Kabete, Westlands",A luxurious 5bdrm townhouse to let in lower kab...,700000.0
1 Bed House with En Suite at Gigiri Road,"Gigiri road, Gigiri, Westlands",1 bedroom fully furnished geust wing in Gigiri,150000.0
1 Bed House with En Suite at Along Langata Road,"Along Langata Road, Karen",1 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,25000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Ambassadorial houses,390000.0
3 Bed House with En Suite at Marist Road,"Marist road, Karen",3 BEDROOM APARTMENTS FOR RENT IN KAREN NAIROBI...,80000.0
4 Bed House with En Suite at Garden Estate Road,"Garden Estate Road, Garden Estate, Roysambu",Executive 4 Bedroom Townhouse For Rent In Garde...,275000.0
5 Bed Townhouse with En Suite at Lavington,"lavington, Lavington",Town hse 5bd all ensuite 2dsq family room terra...,200000.0
4 Bed Villa with En Suite in Brookside,"Brookside, Westlands",4 bed villa in Brookside,250000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,A Stunning 4Bedroom all ensuit plus dsq to Let...,250000.0
5 Bed Townhouse with En Suite in Karen,Karen,Dream 5 bedroom villa in Karen for rent,430000.0
4 Bed House with En Suite at Dagoretti Road,"Dagoretti road, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,300000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",FOUR BEDROOM TOWNHOUSES WITH POOL IN SPRING VAL...,250000.0
4 Bed Townhouse with En Suite at Dik-Dik Gardens,"Dik-Dik gardens, Kileleshwa",Stunning secure 4 bedroom townhouse plus Dsq in...,250000.0
5 Bed House with En Suite at Rosslyn Park,"Rosslyn Park, Rosslyn, Westlands",5 BEDROOM HOUSE FOR RENT IN ROSSLYN PARK,380000.0
5 Bed House with Garden in Runda,"Runda Nairobi, Runda, Westlands",A 5bdrm family house to let in runda.,400000.0
7 Bed House with Garden at Nzohe Road,"Nzohe Road, Karen",5 Bedroom Mansion with 2 bed Guest Cottage for...,290000.0
2 Bed House with Garden in Karen,Karen,2 BEDROOM COTTAGE,100000.0
4 Bed Townhouse with En Suite in Ongata Rongai,Ongata Rongai,"4 Bedroom Townhouse to Rent in Ongata Rongai, n...",66000.0
3 Bed House with En Suite at Karen Area,"O, Karen area, Karen",3 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,100000.0
5 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",ROSSLYN: CHARMING 5BEDROOM HOME TO LET,3500.0
5 Bed Villa with En Suite in Thigiri,"Thigiri, Westlands",Modern 5 Bedrooms House to Let On 1/2 acre In T...,500000.0
4 Bed Townhouse with Garden at Old Muthaiga,"Old Muthaiga, Muthaiga","4br Townhouse, Old Muthaiga",350000.0
5 Bed Villa with En Suite in Kitisuru,"Kitisuru, Westlands",Imposing And Elegant 5 Bedroomed VIila In a Ga...,400000.0
4 Bed Townhouse with En Suite at Spring Valley,"Shanzu, Spring Valley, Westlands",Modern 4 Bedroom Townhouse For Rent in Spring V...,275000.0
4 Bed Townhouse with En Suite at Westlands,"Westlands, Westlands Area",A nicely built 4 bedroomed townhouse with staff...,250000.0
5 Bed House with En Suite in Ruiru,Ruiru,"Five Bedroom House With Dsq To Let in Ruiru, Ki...",100000.0
4 Bed Townhouse with Backup Generator in Loresho,"Loresho, Westlands",Loresho in a well gated community 4bedrooms plu...,220000.0
4 Bed House with Garden at Runda,"Runda, Westlands","4br House, Runda",240000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Modern 4 Bedroom Townhouse To Let in Lavington,320000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,Stunning 4 Bedroom Townhouse plus dsq for Rent...,180000.0
4 Bed Townhouse with En Suite at Gated Community,"Gated community, Lavington",4 Bedroom Townhouse for Rent in Lavington,350000.0
4 Bed House with Garden in Kyuna,"Kyuna Nairobi, Kyuna, Westlands",A 4bdrm family house to let in kyuna.,450000.0
4 Bed House at Kenyatta Road,"Exit 14, Kenyatta road, Kenyatta Road",3bedroom +Dsq Kenyatta road,70000.0
4 Bed Townhouse at Mbaazi Road,"Mbaazi Road, Lavington",4 Bedroom - To Let,120000.0
5 Bed Villa with En Suite in Lavington,Lavington,Lavington Estate: 5 Bedroom with DSQ – To Let,200000.0
4 Bed Villa with En Suite in Garden Estate,"Garden Estate, Roysambu",4 bedroom Villa To Let In Garden Estate At Kes...,300000.0
3 Bed House with Garden at Lonetree,"Lonetree, Rosslyn, Westlands","3br Bungalow, Rosslyn Lonetree",350000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 Bedroom+Dsq Townhouse to Let in Lavington,180000.0
5 Bed House with En Suite in Lower Kabete,"Lower Kabete, Westlands",Serene Tranquility! 5 Bedroom Family Home withi...,380000.0
5 Bed Townhouse with Garden in Lavington,"Lavington Nairobi, Lavington",A 5bdrm townhouse to let in lavington.,400000.0
4 Bed Villa with En Suite at Lavington Green,"Lavington Green, Lavington",Elegantly designed 4 bedrooms townhouse plus fa...,350000.0
3 Bed House with En Suite in Karen,Karen,Spacious 3 Bedroom House to Let,130000.0
5 Bed Townhouse in Runda,"Runda, Westlands",Runda in a gated community 5bedrooms all ensuit...,320000.0
6 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,A Luxurious 6Bedroom Townhouse to Let in Kilele...,350000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Alarming 4 Bedroomed Double Storey For Rent In...,350000.0
5 Bed Townhouse with En Suite in Lower Kabete,"Lower Kabete, Westlands",Lower Kabete 5 bedroom town house,300000.0
3 Bed Villa with En Suite at La-Marina,"Mtwapa, La-marina",Own compound 3 Bedroom cottage with a private s...,15000.0
4 Bed Townhouse with En Suite in Rosslyn,"Rosslyn, Westlands",Brilliant 4 Bedroomed Town House For Rent In Ro...,360000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 BEDROOM TOWNHOUSE + DSQ (NEW) TO LET IN LAVIN...,350000.0
4 Bed Townhouse with En Suite at Mae Ridge,"Mae Ridge, Runda, Westlands","Executive,elegant 4 bedroom townhouse all ensui...",450000.0
1 Bed House with En Suite at Ndenge Road,"Ndenge road, Karen",ONE BEDROOM FULLY FURNISHED FOR RENT IN KAREN,80000.0
3 Bed House with Garden in Kileleshwa,Kileleshwa,Share of 3 bedroom house to rent in Kileleshwa,250000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",Four Bedrooms House To let In Spring Valley,350000.0
6 Bed House with En Suite at Ndenge Road,"Ndenge road, Karen",6 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,300000.0
5 Bed Townhouse with En Suite at Peponi Road,"Peponi road, Westlands Area, Westlands",Suitable For Commercial and Residential Purpose...,280000.0
5 Bed Villa with En Suite at Ndenge Road,"Ndenge road, Karen",5 BEDROOM VILLA FOR RENT IN KAREN NAIROBI KENYA,550000.0
2 Bed House in Runda,"Runda, Westlands",2 Bedroom Unfurnished Guest House To Let In Run...,130000.0
4 Bed Townhouse with En Suite at Gitanga Road,"90, Gitanga Road, Lavington",Located in a quiet and well sought after neighb...,280000.0
5 Bed House with En Suite in Riverside,"Riverside, Westlands",Rustic 5 Bedroom House Plus Dsq,400000.0
4 Bed House in Ruiru,Ruiru,"Four Bedroom House To Let in Ruiru, Kiambu",80000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Modern! Kileleshwa Four Bedroom Townhouse for R...,350000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,A 4 Bedroomed Townhouse.,250000.0
4 Bed House with En Suite at Karen Ushirika Road,"Karen ushirika road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN,250000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,Modern 6Bedroom Townhouse plus 2Dsq to Let in L...,300000.0
4 Bed House with Garden in Karen,Karen,House for Rent,250000.0
1 Bed House with En Suite at Runda Muhasibu,"Runda Muhasibu, Runda, Westlands",1 Bedroom Unfurnished Guesthouse To Let,65000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5Bedroom to Let in Lavington,200000.0
4 Bed Townhouse with En Suite at South B,"0413m, South B",Newly refurbished four-bedroom townhouse within...,95000.0
4 Bed House with En Suite at Murishu Road,"Murishu road, Karen",Beautiful House for Rent -KAREN - 4 BEDROOM + D...,220000.0
5 Bed House with En Suite in Runda,"Runda, Westlands",Charming 5 Bedroom House on 1/2 Acre,450000.0
5 Bed Villa with En Suite in Lower Kabete,"Lower Kabete, Westlands",Elegant and cozy 5 bedroomed villa for rent,300000.0
4 Bed House with En Suite in Runda,"Runda, Westlands",An Exceptional 4-Bedroom Stand-Alone Home with...,450000.0
3 Bed House with En Suite in Runda,"Runda, Westlands",ALL EN-SUITE 3BEDROOM TOWNHOUSE FOR RENT IN RUN...,275000.0
5 Bed House with En Suite at Nyari,"Nyari, Westlands","5br House, Nyari",350000.0
5 Bed Townhouse with En Suite in Lavington,Lavington,5 bedroom townhouse for rent in Lavington,250000.0
4 Bed Townhouse with En Suite at Ridgeways,Ridgeways,"4br Townhouse, Ridgeways",400000.0
4 Bed House with En Suite at Hardy,"O, Karen,hardy, Karen",4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,300000.0
4 Bed Townhouse with En Suite at Off Peponi Road,"4, Off Peponi road, Kitisuru, Westlands",Elegantly designed 4 Bedrooms detached Villas i...,250000.0
3 Bed House with En Suite at Rimpa,"Rimpa, Ongata Rongai",Three bedrooms Bungalow for rent in Ongata Rong...,40000.0
5 Bed Townhouse with Garden in Lower Kabete,"Lower kabete rd Nairobi, Lower Kabete, Westlands",A 5bdrm townhouse to let in lower kabete rd.,300000.0
4 Bed House with En Suite in Lake View,"Lake View, Westlands",Rustic 4 Bedroom House Overlooking The Lake ( R...,400000.0
5 Bed House with En Suite in Karen,Karen,Magnificent 5 bedroom Villa available to let in...,300000.0
4 Bed House with En Suite at Near Galleria,"Near Galleria, Karen",An elegant 4 Bedroom duble Storey house for Ren...,280000.0
4 Bed Villa with Swimming Pool at Nyali,"nyali, Nyali Area, Nyali",Luxurious 4 bedroom villa for long term let in...,280000.0
2 Bed House with Garden in Ridgeways,Ridgeways,Fully furnished 2 bedroom cottage in Ridgeway,100000.0
4 Bed House with Garden in Lavington,Lavington,Magnificent 5 Bed Townhouse To Let In Lavington,350000.0
4 Bed House with En Suite in Muthaiga,Muthaiga,Charming and Rustic! Old Muthaiga Four Bedroom...,350000.0
5 Bed Townhouse with En Suite in Kitisuru,"Kitisuru, Westlands",Executive Brand new 5 Bedroom House all en-sui...,500000.0
3 Bed House with Garden at Runda,"Runda, Westlands","3br House, Runda",110000.0
4 Bed House with En Suite at Langata South Rd,"LANGATA SOUTH RD, Karen","4 BEDROOM HOUSE FOR RENT IN HARDY, KAREN",200000.0
5 Bed House with En Suite in Lower Kabete,"Nairobi, Lower Kabete, Westlands",5 Bedroom Villa for Rent In Lower Kabete,511000.0
4 Bed House with En Suite at Runda Daisy Rd,"Runda Daisy Rd, Runda, Westlands",Runda 4 bedroom house is available for rent.,250000.0
4 Bed Townhouse with En Suite in Redhill,Redhill,ALL EN-SUITE 4 BEDROOM TOWNHOUSE FOR RENT IN RE...,375000.0
2 Bed House with Garden at Off Argwings Kodhek,"off Argwings Kodhek, Valley Arcade",House for Rent,100000.0
5 Bed Villa with En Suite at Bogani,"4, Bogani, Karen",Corner Villa on 0.5acre ready for occupation,360000.0
4 Bed House with En Suite in Karen,Karen,4 Bedroom House,230000.0
4 Bed House with En Suite at Lower Kabete,"lower kabete, Lower Kabete, Westlands",4 Bedroom Townhouse For Rent In Lower Kabete,250000.0
2 Bed House with En Suite at Runda Panafric Insurance,"Runda panafric insurance, Runda, Westlands",2 bed fully furnished geust wing in Runda,120000.0
5 Bed House with En Suite at Hardy,"O, Hardy, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,180000.0
2 Bed House with En Suite at Karen Hardy,"O, Karen hardy, Karen",2 BEDROOM HOUSE FOR RENT IN KAREN,150000.0
3 Bed Villa with En Suite at Fourways Junction Estate,"Fourways Junction Estate, Kiambu Road",3 BEDROOM VILLA IN FOURWAYS JUNCTION TO LET,108000.0
5 Bed House with En Suite at Karen,Karen,5 BEDROOM FULLY FURNISHED FOR RENT IN KAREN NAI...,450000.0
7 Bed Villa with En Suite at Karen Plain,"Karen plain, Karen",7 BEDROOM VILLA FULLY FURNISHED IN KAREN,850000.0
2 Bed House with En Suite at Magadi Road,"Magadi road, Karen",2 BEDROOM apartment for rent Karen,55000.0
4 Bed House with Garden at Dagoretti Road,"Dagoretti Road, Karen",Spectacular newly built 4-bedroom house for ren...,300000.0
4 Bed House with En Suite at Muteero Road,"MUTEERO ROAD, Karen",FULLY FURNISHED 4 BEDROOM HOUSE FOR RENT IN KAR...,350000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 Bedroom All Ensuite To Let,625500.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,All ensuite 4 bedroom townhouse in kileleshwa,300000.0
5 Bed Villa with En Suite in Karen,Karen,Karen in a gated community newly build modern h...,300000.0
4 Bed House with En Suite at Mutundu Road,"Mutundu road, Muthaiga",4 BEDROOMS,800000.0
5 Bed House with En Suite in Lavington,Lavington,5 BEDROOM HOUSE FOR RENT IN LAVINGTON,340000.0
4 Bed Townhouse with En Suite in Lavington,Lavington,4 bedroom townhouse for rent in Lavington,250000.0
4 Bed Townhouse with En Suite in Spring Valley,"Spring Valley, Westlands",Gated Community! Modern Spring Valley Four Bedr...,250000.0
10 Bed Townhouse with En Suite at Kasuku Centre,"Kasuku Centre, Kileleshwa",A magnificent FULLY FURNISHED 16 bedroom all en...,1200000.0
5 Bed House with En Suite in Muthaiga,Muthaiga,Stand alone house,500000.0
4 Bed Townhouse with En Suite in Gikambura,"Gikambura, Kikuyu",Four Bedroom Two En Suite To Let,70000.0
4 Bed Villa with En Suite at Limuru Road,"Limuru Road, Redhill",4 Bedroom Villa with SQ To Let,185000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Kileleshwa 4 bedroom Townhouse plus dsq to let...,170000.0
4 Bed House with Garden at Karen,Karen,4 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,230000.0
5 Bed House with En Suite at Nyari,"NYARI, Nyari, Westlands","Nyari Estate 5bedroom for 400,000 Rent per mont...",400000.0
4 Bed Townhouse with En Suite in Kileleshwa,Kileleshwa,Elegant 4 bedroom townhouse for rent in kileles...,120000.0
5 Bed House with En Suite in Kitisuru,"Kitisuru, Westlands",KITISURU:VICTORIAN STYLED 5BEDROOM MANSION TO L...,1000000.0
5 Bed House with En Suite at Karen Plain,"Karen plain, Karen","5 BEDROOM HOUSE FOR RENT IN KAREN, NAIROBI, KEN...",400000.0
4 Bed Townhouse with En Suite in Kilimani,Kilimani,4 Bedroom Maisonette For Rent Kilimani,160000.0
5 Bed House with En Suite at Miotoni Road,"O, miotoni road, Karen",5 BEDROOM HOUSE FOR RENT IN KAREN NAIROBI KENYA,350000.0
4 Bed Townhouse in Kileleshwa,Kileleshwa,4 bedroom townhouse to rent in Kileleshwa,160000.0
4 Bed Townhouse with En Suite at Miotoni,"miotoni, Karen",FOUR BEDROOM HOUSE FOR RENT IN KAREN,450000.0
4 Bed House with En Suite at Mandela Road Kenya High School,"Mandela, Mandela Road kenya high school, Kileleshwa","4bdrm House in Mandela Road, Kileleshwa for ren...",150000.0
1 Bed House with Garden in Lavington,Lavington,Furnished Studio House To Let - Along Maji Mazu...,75000.0
4 Bed House with En Suite at Lavington Green,"Lavington Green, Lavington",Charming 4 bedrooms house all en-suite plus Dsq...,310000.0
3 Bed House in Westlands Area,"Westlands Area, Westlands",3 Bedroom Guest house/ Private Garden For Rent...,150000.0
4 Bed House with Garden in Muthaiga,"Old muthaiga Nairobi, Muthaiga",A 4bdrm family house to let in muthaiga.,350000.0
4 Bed Villa with En Suite in Loresho,"Loresho, Westlands",LORESHO:SPECTACULAR 4BEDROOM VILLA TO LET,200000.0
